,index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,Age,career_year,career_start_age,ability,ability2,income_unit,OK,Bravo
23149,23149,0,0,1,1,180000,0,1,1,1,19614,2878,0,0,0,Managers,3,53,2,53,8,45,8.002845456,62.54343294,60000,00111800000111196142878000Managers3253845,0
23150,23150,0,0,0,1,180000,4,4,1,1,10656,926,1,1,0,Laborers,3,26,0,29,3,26,15.54135728,194.3844492,60000,0001180000441110656926110Laborers3029326,0
23151,23151,0,0,1,2,202500,4,1,1,1,13797,3259,0,1,0,High skill tech staff,4,26,2,37,9,28,11.87265478,62.13562442,50625,00122025004111137973259010High skill tech staff4237928,0
23152,23152,0,1,1,0,225000,4,4,1,1,8824,1131,0,0,0,,2,10,2,24,4,20,22.60170768,198.938992,112500,01102250004411882411310002224420,0
23153,23153,1,0,0,0,157500,2,4,4,1,20363,6679,1,0,0,Cleaning staff,1,21,2,55,19,36,5.824273353,23.58137446,157500,10001575002441203636679100Cleaning staff12551936,0
23154,23154,0,1,1,0,166500,0,1,3,1,12337,4239,0,0,0,Managers,1,15,2,33,12,21,10.04464286,39.27813163,166500,01101665000131123374239000Managers12331221,0
23155,23155,0,0,1,1,180000,0,4,1,1,16234,6075,0,1,0,Laborers,3,7,2,44,17,27,8.068492537,29.62962963,60000,00111800000411162346075010Laborers32441727,0
23156,23156,0,0,0,0,157500,0,4,3,4,9558,2180,0,0,0,Laborers,1,28,2,26,6,20,13.41795877,72.24770642,157500,0000157500043495582180000Laborers1226620,0
23157,23157,0,0,0,0,58500,1,4,1,1,22327,365243,0,0,0,,2,12,2,61,1001,-940,0.150940475,0.160167341,29250,00005850014112232736524300022611001-940,0
23158,23158,0,0,0,0,166500,4,1,1,1,21466,3992,0,0,0,Core staff,2,21,2,58,11,47,6.540183832,41.70841683,83250,00001665004111214663992000Core staff22581147,0
23159,23159,0,0,1,0,81000,2,4,1,1,15109,8131,0,0,0,Medicine staff,2,46,0,41,23,18,3.485370052,9.961874308,40500,0010810002411151098131000Medicine staff20412318,0
23160,23160,0,1,1,1,202500,4,4,1,1,10144,825,0,0,0,Laborers,3,17,2,27,3,24,18.4611177,245.4545455,67500,0111202500441110144825000Laborers3227324,0
23161,23161,1,0,0,0,225000,4,4,4,1,20657,5637,0,0,0,Accountants,1,2,1,56,16,40,8.557085267,39.91484832,225000,10002250004441206575637000Accountants11561640,0
23162,23162,0,1,1,1,135000,0,1,0,1,11062,134,0,1,0,Accountants,3,49,2,30,1,29,12.05787781,1007.462687,45000,0111135000010111062134010Accountants3230129,0
23163,23163,0,0,0,0,202500,4,4,1,1,10152,2585,1,0,0,Laborers,2,5,2,27,8,19,15.89856324,78.33655706,101250,00002025004411101522585100Laborers2227819,0
23165,23165,0,1,1,1,270000,4,4,1,1,14512,4596,0,0,0,Laborers,3,53,2,39,13,26,14.13020724,58.74673629,90000,01112700004411145124596000Laborers32391326,0
23166,23166,0,0,0,0,292500,0,4,0,1,18698,10758,0,0,0,Laborers,2,11,2,51,30,21,9.930065182,27.1890686,146250,000029250004011869810758000Laborers22513021,0
23167,23167,0,0,0,0,270000,1,4,1,1,14739,365243,0,0,0,,2,24,1,40,1001,-961,0.710559974,0.73923388,135000,000027000014111473936524300021401001-961,0
23168,23168,0,0,0,0,270000,4,1,1,4,17300,408,1,1,0,Managers,2,41,0,47,2,45,15.24734583,661.7647059,135000,0000270000411417300408110Managers2047245,0
23170,23170,0,0,1,1,135000,4,2,2,1,10153,599,0,0,0,Sales staff,2,10,2,27,2,25,12.55580357,225.375626,67500,0011135000422110153599000Sales staff2227225,0
23171,23171,0,0,1,0,180000,4,4,2,1,12914,278,0,0,1,Laborers,1,9,0,35,1,34,13.64463311,647.4820144,180000,0010180000442112914278001Laborers1035134,0
23172,23172,0,1,0,0,180000,4,4,1,1,18341,5574,1,1,0,Laborers,2,42,2,50,16,34,7.52665691,32.29278794,90000,01001800004411183415574110Laborers22501634,0
23173,23173,0,1,1,1,67500,4,4,1,1,16361,2109,1,0,0,,3,30,2,44,6,38,3.654574986,32.0056899,22500,01116750044111636121091003244638,0
23174,23174,0,0,1,0,270000,1,1,1,1,20814,365243,0,0,0,,2,24,1,57,1001,-944,0.699378589,0.73923388,135000,001027000011112081436524300021571001-944,0
23176,23176,1,0,1,0,225000,4,1,4,1,21450,13245,0,0,0,Core staff,1,59,2,58,37,21,6.485084306,16.98754247,225000,101022500041412145013245000Core staff12583721,0
23177,23177,0,0,1,2,112500,0,4,1,1,12563,1025,0,0,0,Cooking staff,4,10,1,34,3,31,8.279364145,109.7560976,28125,00121125000411125631025000Cooking staff4134331,0
23178,23178,1,0,1,0,180000,1,4,4,1,23059,365243,0,0,0,,1,43,2,63,1001,-938,0.463556716,0.492822587,180000,101018000014412305936524300012631001-938,0
23179,23179,0,1,0,0,265500,4,4,1,1,14709,931,0,0,0,Sales staff,2,58,0,40,3,37,16.97570332,285.1772288,132750,0100265500441114709931000Sales staff2040337,0
23180,23180,0,0,1,2,67500,4,4,1,1,15630,716,0,0,0,Cleaning staff,4,26,2,42,2,40,4.12945063,94.27374302,16875,001267500441115630716000Cleaning staff4242240,0
23181,23181,0,0,1,0,90000,1,4,1,1,22068,365243,0,0,0,,2,22,2,60,1001,-941,0.232371402,0.246411293,45000,00109000014112206836524300022601001-941,0
23182,23182,0,0,1,0,292500,4,1,3,1,17388,1662,0,1,1,Managers,1,59,2,47,5,42,15.35433071,175.9927798,292500,00102925004131173881662011Managers1247542,0
23183,23183,0,0,1,0,112500,4,4,1,2,20589,3680,0,0,0,,2,25,2,56,11,45,4.635543286,30.57065217,56250,0010112500441220589368000022561145,0
23185,23185,0,0,1,2,180000,2,1,1,1,11020,3578,0,0,0,Core staff,4,31,2,30,10,20,12.33045623,50.30743432,45000,00121800002111110203578000Core staff42301020,0
23186,23186,0,0,1,0,126000,4,4,2,1,21646,1283,1,1,0,Cleaning staff,1,29,2,59,4,55,5.495224388,98.20732658,126000,00101260004421216461283110Cleaning staff1259455,0
23187,23187,0,0,1,2,157500,0,1,1,1,13766,73,0,0,0,High skill tech staff,4,6,2,37,1,36,11.38088012,2157.534247,39375,001215750001111376673000High skill tech staff4237136,0
23188,23188,0,0,0,0,180000,4,4,1,1,15280,2475,0,0,0,Sales staff,2,46,2,41,7,34,10.1379893,72.72727273,90000,00001800004411152802475000Sales staff2241734,0
23189,23189,0,0,1,0,202500,4,1,1,1,19444,2832,0,0,0,,2,19,0,53,8,45,9.090500988,71.50423729,101250,001020250041111944428320002053845,0
23191,23191,0,0,1,0,225000,4,4,2,5,14805,1812,0,1,0,Sales staff,1,35,2,40,5,35,13.54035024,124.1721854,225000,00102250004425148051812010Sales staff1240535,0
23192,23192,0,1,0,1,360000,0,4,1,1,16538,3846,1,0,0,Managers,3,46,2,45,11,34,17.66091052,93.60374415,120000,01013600000411165383846100Managers32451134,0
23194,23194,0,0,1,0,135000,0,4,1,1,15875,2758,1,1,0,Core staff,2,38,1,43,8,35,7.245210111,48.94851342,67500,00101350000411158752758110Core staff2143835,0
23195,23195,0,0,0,1,76500,4,4,1,1,10080,735,1,0,0,Sales staff,3,33,2,27,3,24,7.073509015,104.0816327,25500,000176500441110080735100Sales staff3227324,0
23196,23196,0,1,1,0,112500,1,4,1,1,19987,365243,0,0,0,,2,36,1,54,1001,-947,0.292033331,0.308014117,56250,011011250014111998736524300021541001-947,0
23197,23197,0,0,0,1,540000,4,4,2,1,16409,2045,1,0,0,Managers,2,49,2,44,6,38,29.26194863,264.0586797,270000,00015400004421164092045100Managers2244638,0
23198,23198,1,1,1,0,135000,0,4,4,1,21581,5467,0,0,0,Accountants,1,24,0,59,15,44,4.991126886,24.69361624,135000,11101350000441215815467000Accountants10591544,0
23199,23199,0,0,1,0,265500,4,4,1,1,15925,3335,1,1,0,Sales staff,2,1,0,43,10,33,13.78504673,79.6101949,132750,00102655004411159253335110Sales staff20431033,0
23200,23200,0,0,1,0,180000,1,1,1,1,21881,365243,0,0,0,,2,10,2,59,1001,-942,0.464967297,0.492822587,90000,001018000011112188136524300022591001-942,0
23202,23202,0,0,0,2,171000,4,4,1,1,14622,1160,1,1,0,Core staff,4,15,2,40,4,36,10.83512863,147.4137931,42750,00021710004411146221160110Core staff4240436,0
23203,23203,0,1,0,0,315000,0,1,1,1,19495,1678,0,1,0,Accountants,2,24,2,53,5,48,14.87743825,187.7234803,157500,01003150000111194951678010Accountants2253548,0
23204,23204,0,1,1,2,180000,4,4,1,1,14770,1173,0,0,0,Drivers,4,58,2,40,4,36,11.29022141,153.4526854,45000,01121800004411147701173000Drivers4240436,0
23205,23205,0,1,0,1,157500,4,4,1,1,14883,1010,0,0,0,Sales staff,3,59,2,40,3,37,9.910023281,155.9405941,52500,01011575004411148831010000Sales staff3240337,0
23206,23206,0,0,1,0,225000,4,1,3,1,13813,3366,0,0,0,Accountants,1,10,2,37,10,27,13.09738634,66.84491979,225000,00102250004131138133366000Accountants12371027,0
23207,23207,0,0,0,0,112500,1,4,0,1,23308,365243,0,0,0,,2,16,2,63,1001,-938,0.289537281,0.308014117,56250,000011250014012330836524300022631001-938,0
23208,23208,0,1,0,0,274500,0,4,1,1,17448,3567,0,0,0,Laborers,2,34,2,47,10,37,13.0620985,76.95542473,137250,01002745000411174483567000Laborers22471037,0
23209,23209,0,0,0,0,202500,0,1,1,1,11309,2713,1,0,0,Sales staff,2,23,2,30,8,22,14.44159178,74.64061924,101250,00002025000111113092713100Sales staff2230822,0
23210,23210,0,0,1,0,225000,4,1,1,1,16202,2939,1,1,0,Managers,2,24,1,44,9,35,11.75487174,76.55665192,112500,00102250004111162022939110Managers2144935,0
23211,23211,0,0,1,0,135000,4,4,3,1,11036,4301,1,1,0,Laborers,1,10,1,30,12,18,8.802242942,31.38804929,135000,00101350004431110364301110Laborers11301218,0
23212,23212,0,1,1,0,180000,4,1,3,0,9427,338,0,0,0,Drivers,1,12,2,25,1,24,18.43317972,532.5443787,180000,011018000041309427338000Drivers1225124,0
23213,23213,0,0,1,0,81000,1,4,2,1,23137,365243,0,0,0,,1,53,2,63,1001,-938,0.208558628,0.221770164,81000,00108100014212313736524300012631001-938,0
23214,23214,0,1,1,0,351000,1,4,1,1,22329,365243,0,0,0,,2,59,1,61,1001,-940,0.905638178,0.961004044,175500,011035100014112232936524300021611001-940,0
23215,23215,0,1,0,0,157500,0,1,1,1,9579,835,0,0,0,Laborers,2,8,1,26,3,23,15.12387171,188.6227545,78750,010015750001119579835000Laborers2126323,0
23216,23216,0,1,0,0,315000,0,4,1,1,18214,5210,1,1,0,Laborers,2,59,2,49,15,34,13.4477459,60.46065259,157500,01003150000411182145210110Laborers22491534,0
23217,23217,0,1,0,0,112500,4,4,1,1,16279,1478,0,0,0,Medicine staff,2,17,2,44,5,39,6.33552965,76.11637348,56250,01001125004411162791478000Medicine staff2244539,0
23218,23218,0,0,1,2,157500,0,1,1,1,14975,187,0,0,0,,4,22,2,41,1,40,10.38781163,842.2459893,39375,00121575000111149751870004241140,0
23219,23219,0,1,1,0,270000,4,1,1,1,19579,1028,0,1,0,Laborers,2,54,2,53,3,50,13.10234386,262.6459144,135000,01102700004111195791028010Laborers2253350,0
23220,23220,0,0,1,0,157500,2,4,1,1,19165,7704,0,0,0,,2,8,2,52,22,30,5.861773791,20.44392523,78750,0010157500241119165770400022522230,0
23221,23221,0,0,1,0,180000,1,1,2,1,21433,365243,0,0,0,,1,43,2,58,1001,-943,0.465506005,0.492822587,180000,001018000011212143336524300012581001-943,0
23222,23222,0,1,1,1,157500,4,4,1,1,17991,3304,0,0,0,,3,19,2,49,10,39,7.396102371,47.66949153,52500,0111157500441117991330400032491039,0
23223,23223,0,1,1,0,315000,4,1,1,1,10847,2712,0,0,0,Laborers,2,13,0,29,8,21,23.23180176,116.1504425,157500,01103150004111108472712000Laborers2029821,0
23224,23224,0,0,1,1,157500,2,4,1,1,12047,4796,0,0,0,Medicine staff,3,45,0,33,14,19,9.351065725,32.83986656,52500,00111575002411120474796000Medicine staff30331419,0
23225,23225,0,0,1,0,126000,1,4,1,1,20387,365243,0,0,1,,2,1,0,55,1001,-946,0.326738065,0.344975811,63000,001012600014112038736524300120551001-946,0
23226,23226,0,0,1,1,211500,4,4,1,1,12585,755,1,1,0,Core staff,3,12,2,34,3,31,15.85457271,280.1324503,70500,0011211500441112585755110Core staff3234331,0
23227,23227,0,1,1,0,270000,1,1,1,1,17833,620,0,1,0,Accountants,2,25,2,48,2,46,14.63176719,435.483871,135000,0110270000111117833620010Accountants2248246,0
23228,23228,0,0,1,1,292500,2,1,1,1,16833,3515,0,0,1,Core staff,3,22,2,46,10,36,14.37487714,83.21479374,97500,00112925002111168333515001Core staff32461036,0
23230,23230,0,0,1,0,189000,4,4,1,1,15787,2188,1,0,0,Accountants,2,37,2,43,6,37,10.51460362,86.38025594,94500,00101890004411157872188100Accountants2243637,0
23231,23231,0,1,1,1,180000,4,1,1,1,15001,249,0,0,0,Managers,3,5,0,41,1,40,11.80327869,722.8915663,60000,0111180000411115001249000Managers3041140,0
23232,23232,0,0,1,0,202500,1,4,0,1,20337,365243,0,0,0,,2,17,1,55,1001,-946,0.525182841,0.55442541,101250,001020250014012033736524300021551001-946,0
23233,23233,0,0,1,1,112500,2,4,1,1,17956,9363,0,0,0,Core staff,3,32,2,49,26,23,4.118013104,12.01537969,37500,00111125002411179569363000Core staff32492623,0
23234,23234,0,0,1,0,121500,1,4,1,1,23270,365243,0,0,1,,2,29,1,63,1001,-938,0.312730848,0.332655246,60750,001012150014112327036524300121631001-938,0
23235,23235,0,1,1,0,202500,2,4,1,1,19428,3585,1,0,0,,2,49,1,53,10,43,8.799374267,56.48535565,101250,0110202500241119428358510021531043,0
23236,23236,0,1,1,1,225000,2,4,1,1,11695,3929,1,0,0,Laborers,3,23,2,32,11,21,14.40092166,57.26648002,75000,01112250002411116953929100Laborers32321121,0
23237,23237,0,0,1,1,157500,2,4,3,1,12676,1350,0,0,0,Waiters/barmen staff,2,15,1,34,4,30,11.22914587,116.6666667,78750,00111575002431126761350000Waiters/barmen staff2134430,0
23238,23238,0,0,0,0,180000,4,1,1,1,20188,393,0,0,0,Core staff,2,31,2,55,2,53,8.745930713,458.0152672,90000,0000180000411120188393000Core staff2255253,0
23239,23239,1,0,0,0,198000,1,4,4,1,22002,365243,0,1,0,,1,33,2,60,1001,-941,0.511304213,0.542104845,198000,100019800014412200236524301012601001-941,0
23240,23240,1,0,1,0,247500,1,4,4,1,23733,365243,0,0,1,,1,48,2,65,1001,-936,0.636286043,0.677631057,247500,101024750014412373336524300112651001-936,0
23241,23241,1,0,1,0,202500,1,4,4,1,21824,365243,0,0,0,,1,30,2,59,1001,-942,0.52316524,0.55442541,202500,101020250014412182436524300012591001-942,0
23243,23243,0,1,1,0,157500,4,4,1,1,14854,2452,0,1,0,,2,55,2,40,7,33,9.100889865,64.23327896,78750,011015750044111485424520102240733,0
23244,23244,0,1,1,0,315000,0,1,1,1,12846,164,0,0,0,Managers,2,56,1,35,1,34,24.2121445,1920.731707,157500,0110315000011112846164000Managers2135134,0
23245,23245,0,0,1,1,202500,4,1,1,1,11836,2755,0,0,0,,3,38,1,32,8,24,13.8784182,73.50272232,67500,001120250041111183627550003132824,0
23246,23246,0,1,0,1,157500,4,4,1,1,15567,2014,0,0,0,Drivers,3,2,1,42,6,36,8.958534782,78.20258193,52500,01011575004411155672014000Drivers3142636,0
23248,23248,0,1,1,0,450000,0,1,3,1,10837,588,0,0,1,Sales staff,1,11,1,29,2,27,39.38730853,765.3061224,450000,0110450000013110837588001Sales staff1129227,0
23249,23249,0,1,1,0,202500,4,1,3,1,17585,3017,0,0,0,Drivers,2,34,2,48,9,39,9.829142802,67.11965529,101250,01102025004131175853017000Drivers2248939,0
23250,23250,0,0,1,0,202500,1,1,2,1,22998,365243,0,0,0,,1,20,1,63,1001,-938,0.521583243,0.55442541,202500,001020250011212299836524300011631001-938,0
23252,23252,0,1,1,0,202500,4,1,1,1,20809,5141,0,0,0,Managers,2,40,2,57,15,42,7.803468208,39.38922389,101250,01102025004111208095141000Managers22571542,0
23253,23253,0,0,1,0,270000,1,1,1,1,20814,365243,0,0,0,,2,57,2,57,1001,-944,0.699378589,0.73923388,135000,001027000011112081436524300022571001-944,0
23254,23254,0,1,0,2,112500,4,4,0,1,10668,401,1,1,0,Sales staff,4,28,2,29,2,27,10.16351974,280.5486284,28125,0102112500440110668401110Sales staff4229227,0
23255,23255,0,0,1,0,135000,1,4,3,1,23929,365243,0,1,0,,1,35,2,65,1001,-936,0.346890321,0.36961694,135000,001013500014312392936524301012651001-936,0
23256,23256,0,0,1,0,108000,4,4,1,1,15997,7341,1,1,0,Laborers,2,8,2,43,21,22,4.627645899,14.71189211,54000,00101080004411159977341110Laborers22432122,0
23257,23257,0,0,1,1,562500,4,2,1,1,13790,5639,1,1,0,,3,24,2,37,16,21,28.95156724,99.75172903,187500,0011562500421113790563911032371621,0
23258,23258,0,1,1,1,234000,0,4,1,1,10865,1481,0,0,0,Sales staff,3,39,2,29,5,24,18.95350721,158.0013504,78000,01112340000411108651481000Sales staff3229524,0
23259,23259,0,1,1,2,360000,0,1,1,1,14894,1954,0,0,1,Managers,4,18,2,40,6,34,21.36752137,184.2374616,90000,01123600000111148941954001Managers4240634,0
23260,23260,0,1,1,1,157500,0,4,1,1,13830,4239,0,0,0,Laborers,3,1,1,37,12,25,8.716586419,37.15498938,52500,01111575000411138304239000Laborers31371225,0
23261,23261,0,0,0,0,135000,4,4,0,1,9657,1560,1,1,0,Managers,2,33,2,26,5,21,12.03530356,86.53846154,67500,0000135000440196571560110Managers2226521,0
23262,23262,0,1,1,2,112500,4,4,1,1,13028,104,0,1,0,Sales staff,4,1,1,35,1,34,8.56685958,1081.730769,28125,0112112500441113028104010Sales staff4135134,0
23263,23263,0,1,1,0,144000,4,4,1,1,21502,3122,0,0,0,Accountants,2,6,1,58,9,49,5.847953216,46.12427931,72000,01101440004411215023122000Accountants2158949,0
23264,23264,0,1,0,0,135000,4,4,1,1,20493,7624,1,1,0,Managers,2,41,1,56,21,35,4.801365722,17.70724029,67500,01001350004411204937624110Managers21562135,0
23265,23265,0,1,1,0,202500,4,4,1,1,14711,6425,0,0,0,Sales staff,2,19,2,40,18,22,9.580809992,31.51750973,101250,01102025004411147116425000Sales staff22401822,0
23266,23266,0,0,1,0,117000,0,4,0,1,12185,4710,1,1,0,Private service staff,2,20,1,33,13,20,6.925125777,24.84076433,58500,00101170000401121854710110Private service staff21331320,0
23267,23267,0,0,1,0,144000,1,4,1,1,20958,365243,0,1,0,,2,40,1,57,1001,-944,0.372862836,0.394258069,72000,001014400014112095836524301021571001-944,0
23268,23268,0,1,1,0,382500,4,1,2,1,14806,710,1,1,0,Managers,1,14,2,40,2,38,24.65197216,538.7323944,382500,0110382500412114806710110Managers1240238,0
23269,23269,0,1,0,0,225000,4,4,1,1,13411,185,0,0,0,Laborers,2,1,1,36,1,35,16.548985,1216.216216,112500,0100225000441113411185000Laborers2136135,0
23270,23270,0,1,1,0,180000,4,4,1,1,17455,2642,0,0,0,Sales staff,2,52,2,47,8,39,8.956560681,68.13020439,90000,01101800004411174552642000Sales staff2247839,0
23271,23271,0,1,0,2,103500,4,4,1,1,15493,872,1,1,0,Laborers,4,52,1,42,3,39,6.324472961,118.6926606,25875,0102103500441115493872110Laborers4142339,0
23273,23273,0,1,0,0,270000,4,1,3,1,9087,1682,0,0,0,Laborers,1,9,0,24,5,19,25.07196583,160.5231867,270000,0100270000413190871682000Laborers1024519,0
23274,23274,0,0,0,0,180000,1,1,1,1,19038,365243,0,1,0,,2,33,2,52,1001,-949,0.468407233,0.492822587,90000,000018000011111903836524301022521001-949,0
23276,23276,1,0,1,0,225000,0,4,4,1,20924,1050,0,0,0,Cleaning staff,1,9,2,57,3,54,10.23937381,214.2857143,225000,10102250000441209241050000Cleaning staff1257354,0
23277,23277,0,1,1,0,270000,4,1,1,1,16872,769,1,1,1,Accountants,2,5,2,46,3,43,15.3052548,351.1053316,135000,0110270000411116872769111Accountants2246343,0
23278,23278,0,1,1,0,360000,2,1,2,1,19305,1905,0,0,0,Core staff,1,2,0,52,6,46,16.97312588,188.976378,360000,01103600002121193051905000Core staff1052646,0
23279,23279,0,0,0,0,180000,4,4,1,1,19575,2901,0,0,0,Sales staff,2,27,1,53,8,45,8.008542445,62.0475698,90000,00001800004411195752901000Sales staff2153845,0
23280,23280,0,1,0,0,225000,4,4,1,1,20641,1064,0,1,0,Sales staff,2,42,2,56,3,53,10.36627505,211.4661654,112500,01002250004411206411064010Sales staff2256353,0
23281,23281,0,1,1,0,162000,4,4,3,1,18071,2822,0,0,0,Laborers,1,25,1,49,8,41,7.753793136,57.40609497,162000,01101620004431180712822000Laborers1149841,0
23282,23282,0,0,1,0,247500,0,4,0,1,21440,4060,0,0,0,Sales staff,2,13,2,58,12,46,9.705882353,60.96059113,123750,00102475000401214404060000Sales staff22581246,0
23283,23283,0,1,0,0,234000,4,4,1,1,19378,858,1,1,0,Laborers,2,19,1,53,3,50,11.56355011,272.7272727,117000,0100234000441119378858110Laborers2153350,0
23284,23284,0,0,1,0,180000,2,1,1,1,24204,2462,0,0,0,Private service staff,2,7,1,66,7,59,6.750168754,73.11129163,90000,00101800002111242042462000Private service staff2166759,0
23285,23285,0,1,1,1,270000,4,4,1,1,13207,1401,0,0,0,Low-skill Laborers,3,38,0,36,4,32,18.483023,192.7194861,90000,01112700004411132071401000Low-skill Laborers3036432,0
23286,23286,0,0,0,0,207000,4,4,1,1,14690,5064,0,0,0,,2,41,1,40,14,26,10.47889035,40.87677725,103500,0000207000441114690506400021401426,0
23287,23287,0,0,1,0,112500,4,1,3,1,14446,3161,0,0,0,,1,0,1,39,9,30,6.389504174,35.59000316,112500,001011250041311444631610001139930,0
23288,23288,0,0,1,0,360000,4,1,2,1,18899,8538,0,1,0,Managers,1,21,2,51,24,27,13.12096804,42.16444132,360000,00103600004121188998538010Managers12512427,0
23289,23289,0,0,0,0,72000,4,4,3,1,18799,1466,1,0,0,Cleaning staff,1,22,2,51,5,46,3.55292376,49.11323329,72000,0000720004431187991466100Cleaning staff1251546,0
23290,23290,0,1,0,1,180000,4,1,1,1,11178,219,0,0,0,Drivers,3,55,2,30,1,29,15.7936299,821.9178082,60000,0101180000411111178219000Drivers3230129,0
23291,23291,0,0,0,0,315000,0,1,0,5,14679,1282,0,0,0,Managers,2,42,0,40,4,36,19.73560554,245.7098284,157500,00003150000105146791282000Managers2040436,0
23292,23292,0,0,0,1,202500,4,1,1,1,16391,2014,1,0,0,,3,29,2,44,6,38,11.00244499,100.5461768,67500,000120250041111639120141003244638,0
23293,23293,0,0,1,2,202500,4,1,1,1,13797,3259,0,1,0,High skill tech staff,4,27,2,37,9,28,11.87265478,62.13562442,50625,00122025004111137973259010High skill tech staff4237928,0
23294,23294,0,1,0,2,225000,4,4,1,1,12428,1400,0,0,0,High skill tech staff,4,36,2,34,4,30,16.27133353,160.7142857,56250,01022250004411124281400000High skill tech staff4234430,0
23295,23295,0,0,1,0,135000,4,4,1,1,15836,3034,0,0,0,,2,37,2,43,9,34,7.154213037,44.49571523,67500,001013500044111583630340002243934,0
23296,23296,0,0,1,0,121500,4,4,0,1,18513,8163,0,0,0,High skill tech staff,2,22,2,50,23,27,4.55465587,14.88423374,60750,00101215004401185138163000High skill tech staff22502327,0
23298,23298,0,0,1,0,112500,4,4,3,1,18929,1376,0,0,0,Sales staff,1,24,1,51,4,47,5.540507264,81.75872093,112500,00101125004431189291376000Sales staff1151447,0
23301,23301,0,0,0,0,135000,4,4,1,1,16395,7371,1,0,0,Managers,2,34,1,44,21,23,5.680383741,18.31501832,67500,00001350004411163957371100Managers21442123,0
23302,23302,0,0,1,0,225000,0,1,3,1,10182,2403,0,0,0,Sales staff,1,31,1,27,7,20,17.8784267,93.6329588,225000,00102250000131101822403000Sales staff1127720,0
23303,23303,0,0,1,0,135000,0,1,3,1,11375,1236,0,0,0,Sales staff,1,3,1,31,4,27,10.70494013,109.223301,135000,00101350000131113751236000Sales staff1131427,0
23304,23304,0,0,1,0,157500,4,4,3,1,18313,4946,0,0,0,Core staff,1,42,2,50,14,36,6.771572295,31.84391427,157500,00101575004431183134946000Core staff12501436,0
23305,23305,0,0,0,0,117000,1,4,3,1,22052,365243,0,1,0,,1,28,2,60,1001,-941,0.302095302,0.320334681,117000,000011700014312205236524301012601001-941,0
23306,23306,0,1,1,0,85500,4,1,1,1,18438,9724,0,1,0,Core staff,2,37,2,50,27,23,3.036005965,8.79267791,42750,0110855004111184389724010Core staff22502723,0
23307,23307,0,0,0,1,405000,4,4,1,5,12675,1328,0,0,0,Drivers,3,45,0,34,4,30,28.92237378,304.9698795,135000,00014050004415126751328000Drivers3034430,0
23309,23309,0,0,0,0,117000,4,4,1,1,17087,7310,1,1,0,Medicine staff,2,45,2,46,21,25,4.795671599,16.00547196,58500,00001170004411170877310110Medicine staff22462125,0
23311,23311,0,0,1,0,67500,1,4,1,2,21819,365243,0,0,0,,2,14,2,59,1001,-942,0.174390666,0.18480847,33750,00106750014122181936524300022591001-942,0
23312,23312,0,0,1,0,112500,4,1,1,1,12114,4004,0,0,0,Accountants,2,23,2,33,11,22,6.979774166,28.0969031,56250,00101125004111121144004000Accountants22331122,0
23313,23313,0,0,1,0,90000,4,3,1,1,16684,2451,0,0,0,Medicine staff,2,37,2,45,7,38,4.703423047,36.71970624,45000,0010900004311166842451000Medicine staff2245738,0
23314,23314,0,0,1,0,166500,4,4,1,1,18926,6276,1,1,0,Laborers,2,12,2,51,18,33,6.606618522,26.52963671,83250,00101665004411189266276110Laborers22511833,0
23315,23315,0,1,1,1,216000,4,4,1,4,17051,1457,0,0,0,Laborers,3,21,2,46,4,42,11.67062892,148.2498284,72000,01112160004414170511457000Laborers3246442,0
23316,23316,0,1,1,1,292500,4,4,1,5,12015,1550,0,0,0,Laborers,3,2,1,32,5,27,21.56284556,188.7096774,97500,01112925004415120151550000Laborers3132527,0
23317,23317,0,0,1,0,270000,4,1,1,1,12291,1053,0,0,0,,2,7,2,33,3,30,20.23381295,256.4102564,135000,001027000041111229110530002233330,0
23318,23318,0,1,0,0,310500,4,1,3,1,9930,674,0,0,0,Laborers,1,30,0,27,2,25,29.28140324,460.6824926,310500,010031050041319930674000Laborers1027225,0
23319,23319,0,1,1,0,247500,4,4,1,1,14122,3383,0,0,0,Managers,2,30,2,38,10,28,14.13881748,73.15991723,123750,01102475004411141223383000Managers22381028,0
23320,23320,0,0,1,0,166500,4,4,1,1,18926,6276,1,1,0,Laborers,2,32,2,51,18,33,6.606618522,26.52963671,83250,00101665004411189266276110Laborers22511833,0
23321,23321,0,1,0,1,90000,2,4,1,2,13891,7080,1,1,0,Medicine staff,3,2,1,38,20,18,4.291640837,12.71186441,30000,0101900002412138917080110Medicine staff31382018,0
23322,23322,0,1,1,0,225000,1,1,1,1,23486,365243,0,0,0,,2,11,2,64,1001,-937,0.578809402,0.616028233,112500,011022500011112348636524300022641001-937,0
23323,23323,0,1,1,2,135000,2,4,1,1,13424,5251,0,0,0,,4,46,1,36,15,21,7.228915663,25.70938869,33750,0112135000241113424525100041361521,0
23324,23324,0,0,1,0,274500,0,4,1,1,20459,6930,0,0,0,High skill tech staff,2,30,1,56,19,37,10.02227171,39.61038961,137250,00102745000411204596930000High skill tech staff21561937,0
23326,23326,0,0,0,0,99000,0,4,3,1,16378,370,1,0,0,Core staff,1,55,2,44,2,42,5.911153571,267.5675676,99000,000099000043116378370100Core staff1244242,0
