,index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,family_size,begin_month,credit,num_card,Age,career_year,career_start_age,ability,ability2,income_unit
7633,7633,1,1,1,2,112500.0,4,1,1,1,13405,3252.0,0,1,0,4.0,7.0,0.0,1,36,9.0,27.0,6.7539172720177705,34.59409594095941,28125.0
5524,5524,1,1,1,2,112500.0,4,1,1,1,13405,3252.0,0,1,0,4.0,47.0,2.0,1,36,9.0,27.0,6.7539172720177705,34.59409594095941,28125.0
19791,19791,1,0,1,2,112500.0,4,4,0,1,13552,2418.0,0,0,0,4.0,17.0,0.0,1,37,7.0,30.0,7.04445835942392,46.526054590570716,28125.0
19030,19030,1,0,1,2,112500.0,4,4,0,1,13552,2418.0,0,0,0,4.0,60.0,1.0,2,37,7.0,30.0,7.04445835942392,46.526054590570716,28125.0
14192,14192,1,0,1,2,112500.0,4,4,0,1,13552,2418.0,0,0,0,4.0,56.0,2.0,2,37,7.0,30.0,7.04445835942392,46.526054590570716,28125.0
10239,10239,1,0,1,2,112500.0,4,4,1,1,13814,239.0,0,1,0,4.0,55.0,2.0,3,37,1.0,36.0,8.005408097915035,470.7112970711297,28125.0
15488,15488,1,0,1,2,112500.0,4,4,1,1,13935,560.0,1,1,0,4.0,1.0,1.0,3,38,2.0,36.0,7.76129699896516,200.89285714285714,28125.0
6168,6168,0,0,1,2,112500.0,4,4,1,1,14006,869.0,1,0,0,4.0,7.0,2.0,2,38,3.0,35.0,7.563025210084033,129.45914844649022,28125.0
10044,10044,1,1,1,2,112500.0,4,1,1,1,14133,2695.0,0,0,0,4.0,20.0,1.0,1,38,8.0,30.0,6.685286427382933,41.74397031539889,28125.0
15933,15933,1,1,1,2,112500.0,4,1,1,1,14133,2695.0,0,0,0,4.0,20.0,2.0,6,38,8.0,30.0,6.685286427382933,41.74397031539889,28125.0
16889,16889,1,1,1,2,112500.0,2,3,1,1,14234,5710.0,1,0,0,4.0,34.0,2.0,2,38,16.0,22.0,5.640794223826715,19.702276707530647,28125.0
5061,5061,0,0,0,2,112500.0,4,1,1,5,14266,1138.0,1,1,0,4.0,22.0,2.0,1,39,4.0,35.0,7.303297844715658,98.85764499121265,28125.0
13622,13622,1,0,0,2,112500.0,4,4,2,1,14307,188.0,0,0,0,3.0,23.0,2.0,5,39,1.0,38.0,7.76129699896516,598.4042553191489,37500.0
14655,14655,1,0,1,2,112500.0,4,4,2,1,14351,3592.0,0,0,0,3.0,48.0,1.0,2,39,10.0,29.0,6.269854539374687,31.319599109131403,37500.0
17664,17664,1,0,1,2,112500.0,4,4,2,1,14351,3592.0,0,0,0,3.0,19.0,2.0,1,39,10.0,29.0,6.269854539374687,31.319599109131403,37500.0
3459,3459,0,0,1,2,112500.0,4,4,0,1,14358,2317.0,0,0,0,4.0,1.0,1.0,1,39,7.0,32.0,6.746626686656672,48.55416486836426,28125.0
18784,18784,0,0,1,2,112500.0,4,4,0,1,14358,2317.0,0,0,0,4.0,32.0,2.0,5,39,7.0,32.0,6.746626686656672,48.55416486836426,28125.0
8226,8226,0,0,0,2,112500.0,4,4,1,4,14378,1215.0,1,0,0,4.0,34.0,1.0,1,39,4.0,35.0,7.214775860963253,92.5925925925926,28125.0
25379,25379,0,0,0,2,112500.0,4,4,1,4,14378,1215.0,1,0,0,4.0,14.0,2.0,1,39,4.0,35.0,7.214775860963253,92.5925925925926,28125.0
9213,9213,1,0,1,2,112500.0,4,4,1,1,14608,1261.0,1,0,0,4.0,3.0,1.0,1,40,4.0,36.0,7.089293591278594,89.21490880253766,28125.0
24738,24738,1,0,1,2,112500.0,4,4,1,1,14608,1261.0,1,0,0,4.0,34.0,2.0,2,40,4.0,36.0,7.089293591278594,89.21490880253766,28125.0
19957,19957,1,0,1,2,112500.0,4,4,1,5,14612,397.0,0,0,0,4.0,38.0,2.0,3,40,2.0,38.0,7.495502698380972,283.37531486146094,28125.0
21774,21774,0,1,0,2,112500.0,4,1,1,1,14659,127.0,0,0,0,4.0,24.0,2.0,2,40,1.0,39.0,7.60854862707967,885.8267716535433,28125.0
19220,19220,1,0,1,2,112500.0,4,1,1,1,14768,2133.0,1,1,1,4.0,11.0,0.0,1,40,6.0,34.0,6.656410863262529,52.742616033755276,28125.0
3868,3868,1,0,1,2,112500.0,4,1,1,1,14768,2133.0,1,1,1,4.0,3.0,1.0,5,40,6.0,34.0,6.656410863262529,52.742616033755276,28125.0
17088,17088,1,0,1,2,112500.0,4,1,1,1,14768,2133.0,1,1,1,4.0,25.0,2.0,5,40,6.0,34.0,6.656410863262529,52.742616033755276,28125.0
1526,1526,1,0,1,2,112500.0,4,2,1,1,14949,2745.0,1,0,0,4.0,10.0,2.0,1,40,8.0,32.0,6.358087487283825,40.98360655737705,28125.0
19869,19869,0,1,0,2,112500.0,4,4,1,1,14957,430.0,0,0,0,4.0,10.0,2.0,1,40,2.0,38.0,7.311366738155586,261.6279069767442,28125.0
14281,14281,1,0,0,2,112500.0,0,4,1,1,15162,1810.0,1,0,0,4.0,28.0,0.0,1,41,5.0,36.0,6.628564694791421,62.15469613259668,28125.0
17691,17691,1,0,0,2,112500.0,0,4,1,1,15162,1810.0,1,0,0,4.0,44.0,2.0,4,41,5.0,36.0,6.628564694791421,62.15469613259668,28125.0
2772,2772,1,0,0,2,112500.0,4,4,1,1,15766,1086.0,0,0,0,4.0,3.0,1.0,1,43,3.0,40.0,6.675765487775932,103.59116022099448,28125.0
25091,25091,1,0,0,2,112500.0,4,4,1,1,15766,1086.0,0,0,0,4.0,5.0,2.0,1,43,3.0,40.0,6.675765487775932,103.59116022099448,28125.0
12391,12391,0,0,1,2,112500.0,4,4,1,1,15788,1563.0,0,0,0,4.0,28.0,2.0,2,43,5.0,38.0,6.483776151230477,71.97696737044146,28125.0
19772,19772,0,1,0,2,112500.0,4,1,1,1,16044,6693.0,1,1,0,4.0,33.0,2.0,5,43,19.0,24.0,4.947882306372873,16.808606006275213,28125.0
22895,22895,1,0,1,2,112500.0,4,1,1,1,19700,10994.0,0,0,0,4.0,45.0,2.0,3,53,31.0,22.0,3.6652114419756305,10.232854284154994,28125.0
428,428,0,0,1,2,112500.0,4,4,1,1,21312,10050.0,0,1,0,4.0,1.0,0.0,1,58,28.0,30.0,3.587143677061412,11.194029850746269,28125.0
2802,2802,0,0,1,2,112500.0,4,4,1,1,21312,10050.0,0,1,0,4.0,51.0,1.0,1,58,28.0,30.0,3.587143677061412,11.194029850746269,28125.0
8934,8934,1,1,1,2,112500.0,1,4,3,1,21798,10585.0,0,0,0,3.0,36.0,2.0,1,59,29.0,30.0,0.2906668802529965,0.308014116629203,37500.0
12923,12923,1,0,1,2,112500.0,4,1,1,1,9985,1738.0,0,0,0,4.0,25.0,1.0,1,27,5.0,22.0,9.596519662202509,64.72957422324511,28125.0
9204,9204,1,1,1,2,112500.0,4,4,1,1,9994,644.0,1,0,0,4.0,7.0,2.0,1,27,2.0,25.0,10.575296108291033,174.68944099378882,28125.0
18988,18988,1,1,1,2,1125000.0,0,1,1,1,14339,2653.0,1,1,0,4.0,18.0,1.0,1,39,8.0,31.0,66.20762711864407,424.0482472672446,281250.0
22109,22109,1,1,1,2,117000.0,4,4,1,1,10037,1965.0,1,1,0,4.0,1.0,1.0,1,27,6.0,21.0,9.748375270788202,59.541984732824424,29250.0
13353,13353,1,0,1,2,117000.0,4,4,2,1,10391,320.0,0,1,0,3.0,5.0,2.0,2,28,1.0,27.0,10.923349827280367,365.625,39000.0
12907,12907,1,0,1,2,117000.0,4,4,1,1,9975,408.0,0,0,0,4.0,10.0,2.0,1,27,2.0,25.0,11.268419531927188,286.7647058823529,29250.0
20011,20011,1,0,1,2,118350.0,4,4,1,1,10355,3260.0,0,0,0,4.0,12.0,1.0,1,28,9.0,19.0,8.692618435549027,36.30368098159509,29587.5
4840,4840,1,0,0,2,121500.0,4,4,1,5,10006,413.0,0,0,0,4.0,6.0,1.0,1,27,2.0,25.0,11.661387849121796,294.18886198547216,30375.0
21456,21456,1,0,0,2,121500.0,4,4,1,5,10006,413.0,0,0,0,4.0,9.0,2.0,1,27,2.0,25.0,11.661387849121796,294.18886198547216,30375.0
23131,23131,1,0,1,2,121500.0,4,4,0,1,10625,1800.0,0,0,0,4.0,9.0,2.0,1,29,5.0,24.0,9.778672032193159,67.5,30375.0
24531,24531,0,1,1,2,121500.0,4,4,1,1,10991,637.0,0,0,0,4.0,54.0,0.0,2,30,2.0,28.0,10.448916408668731,190.73783359497645,30375.0
2705,2705,0,1,1,2,121500.0,4,4,1,1,10991,637.0,0,0,0,4.0,40.0,2.0,3,30,2.0,28.0,10.448916408668731,190.73783359497645,30375.0
14027,14027,1,1,0,2,121500.0,0,4,1,1,11023,2652.0,1,0,0,4.0,40.0,1.0,2,30,8.0,22.0,8.884826325411334,45.81447963800905,30375.0
3549,3549,1,1,0,2,121500.0,0,4,1,1,11023,2652.0,1,0,0,4.0,4.0,2.0,4,30,8.0,22.0,8.884826325411334,45.81447963800905,30375.0
24118,24118,1,1,1,2,121500.0,4,2,1,1,11327,101.0,1,1,0,4.0,16.0,0.0,1,31,1.0,30.0,10.631781589079454,1202.970297029703,30375.0
15112,15112,1,1,1,2,121500.0,4,2,1,1,11327,101.0,1,1,0,4.0,34.0,1.0,3,31,1.0,30.0,10.631781589079454,1202.970297029703,30375.0
341,341,1,1,1,2,121500.0,4,2,1,1,11327,101.0,1,1,0,4.0,26.0,2.0,8,31,1.0,30.0,10.631781589079454,1202.970297029703,30375.0
586,586,1,0,0,2,121500.0,4,1,1,1,11697,614.0,0,0,0,4.0,2.0,0.0,2,32,2.0,30.0,9.869222646413776,197.8827361563518,30375.0
20521,20521,1,0,0,2,121500.0,4,1,1,1,11697,614.0,0,0,0,4.0,8.0,1.0,2,32,2.0,30.0,9.869222646413776,197.8827361563518,30375.0
8529,8529,1,1,1,2,121500.0,0,4,1,1,12797,249.0,0,0,0,4.0,10.0,2.0,1,35,1.0,34.0,9.3131994481067,487.95180722891564,30375.0
25322,25322,1,1,1,2,121500.0,4,4,1,1,14280,533.0,0,0,0,4.0,28.0,2.0,1,39,2.0,37.0,8.202254776210086,227.95497185741087,30375.0
2656,2656,1,1,1,2,121500.0,0,4,1,1,14364,3747.0,0,0,0,4.0,19.0,2.0,1,39,11.0,28.0,6.70863011429518,32.42594075260208,30375.0
12046,12046,1,0,1,2,121500.0,4,4,1,1,14495,1436.0,0,0,0,4.0,39.0,2.0,2,39,4.0,35.0,7.626639884501914,84.6100278551532,30375.0
23429,23429,1,0,1,2,121500.0,0,4,1,1,14656,588.0,0,0,0,4.0,8.0,2.0,2,40,2.0,38.0,7.970348989766466,206.6326530612245,30375.0
14675,14675,0,1,0,2,121500.0,4,4,1,1,15745,858.0,1,1,0,4.0,15.0,2.0,1,43,3.0,40.0,7.317954586520508,141.6083916083916,30375.0
10066,10066,1,0,1,2,126000.0,4,4,1,1,10020,1587.0,1,1,0,4.0,1.0,1.0,2,27,5.0,22.0,10.855518221762729,79.39508506616257,31500.0
7305,7305,1,0,1,2,126000.0,4,4,1,1,10020,1587.0,1,1,0,4.0,28.0,2.0,5,27,5.0,22.0,10.855518221762729,79.39508506616257,31500.0
7048,7048,1,0,0,2,126000.0,4,4,1,1,10088,1797.0,1,1,0,4.0,22.0,2.0,2,27,5.0,22.0,10.601598653765251,70.11686143572621,31500.0
3353,3353,0,1,1,2,126000.0,4,4,1,1,10592,412.0,1,1,1,4.0,29.0,2.0,1,29,2.0,27.0,11.450381679389313,305.8252427184466,31500.0
1179,1179,1,1,1,2,126000.0,4,2,1,1,11432,129.0,0,1,0,4.0,12.0,2.0,6,31,1.0,30.0,10.898711184153619,976.7441860465116,31500.0
10832,10832,0,1,0,2,126000.0,0,4,1,1,12245,672.0,1,0,0,4.0,6.0,2.0,1,33,2.0,31.0,9.754586978400557,187.5,31500.0
25068,25068,1,0,1,2,126000.0,0,1,1,1,12411,1773.0,0,0,1,4.0,43.0,1.0,1,34,5.0,29.0,8.883248730964468,71.06598984771574,31500.0
6819,6819,1,0,1,2,126000.0,0,1,1,1,12411,1773.0,0,0,1,4.0,45.0,2.0,7,34,5.0,29.0,8.883248730964468,71.06598984771574,31500.0
18721,18721,1,0,1,2,126000.0,4,1,1,1,12428,4900.0,0,1,1,4.0,12.0,1.0,1,34,14.0,20.0,7.271468144044321,25.714285714285715,31500.0
9788,9788,1,0,1,2,126000.0,4,1,1,1,12428,4900.0,0,1,1,4.0,24.0,2.0,3,34,14.0,20.0,7.271468144044321,25.714285714285715,31500.0
2481,2481,1,1,1,2,126000.0,4,4,1,1,14933,107.0,0,0,0,4.0,20.0,2.0,3,40,1.0,39.0,8.377659574468085,1177.5700934579438,31500.0
4597,4597,0,1,1,2,126000.0,4,4,1,1,16468,3304.0,1,1,0,4.0,38.0,1.0,1,45,10.0,35.0,6.3726481893586895,38.13559322033898,31500.0
23409,23409,0,1,1,2,126000.0,4,4,1,1,16468,3304.0,1,1,0,4.0,7.0,2.0,6,45,10.0,35.0,6.3726481893586895,38.13559322033898,31500.0
5536,5536,1,1,0,2,130500.0,4,4,1,1,10969,163.0,0,0,1,4.0,11.0,2.0,4,30,1.0,29.0,11.72296083363277,800.6134969325153,32625.0
13940,13940,0,1,1,2,130500.0,4,4,1,1,11647,2905.0,1,1,0,4.0,47.0,1.0,1,31,8.0,23.0,8.967839472237493,44.922547332185886,32625.0
1278,1278,0,1,1,2,130500.0,4,4,1,1,11647,2905.0,1,1,0,4.0,60.0,2.0,5,31,8.0,23.0,8.967839472237493,44.922547332185886,32625.0
928,928,1,0,0,2,130500.0,4,4,1,1,15436,3476.0,0,0,0,4.0,13.0,2.0,4,42,10.0,32.0,6.900380710659898,37.543153049482164,32625.0
7602,7602,0,1,0,2,130500.0,4,4,1,1,9076,1281.0,0,0,0,4.0,6.0,0.0,1,24,4.0,20.0,12.600173795500627,101.8735362997658,32625.0
26278,26278,1,1,0,2,135000.0,4,4,1,5,10018,704.0,0,0,1,4.0,15.0,0.0,1,27,2.0,25.0,12.590934527140458,191.76136363636363,33750.0
3439,3439,1,0,1,2,135000.0,4,4,1,1,10035,3261.0,0,0,0,4.0,29.0,0.0,2,27,9.0,18.0,10.153429602888087,41.39834406623735,33750.0
20273,20273,1,1,1,2,135000.0,0,1,1,1,10039,1313.0,0,0,0,4.0,17.0,2.0,1,27,4.0,23.0,11.89217758985201,102.81797410510282,33750.0
20028,20028,0,0,0,2,135000.0,0,4,1,1,10134,1619.0,0,1,0,4.0,38.0,2.0,3,27,5.0,22.0,11.486428996851867,83.38480543545398,33750.0
18088,18088,1,0,1,2,135000.0,0,4,1,1,10186,2315.0,0,0,0,4.0,60.0,2.0,4,27,7.0,20.0,10.799136069114471,58.31533477321814,33750.0
14084,14084,1,0,1,2,135000.0,4,2,1,1,10598,2175.0,0,0,1,4.0,3.0,1.0,2,29,6.0,23.0,10.569169341579896,62.06896551724138,33750.0
20965,20965,1,0,1,2,135000.0,4,2,1,1,10598,2175.0,0,0,1,4.0,27.0,2.0,4,29,6.0,23.0,10.569169341579896,62.06896551724138,33750.0
5629,5629,1,1,0,2,135000.0,0,4,2,1,10625,1701.0,0,0,0,3.0,21.0,1.0,1,29,5.0,24.0,10.95245821840013,79.36507936507937,45000.0
11264,11264,1,0,1,2,135000.0,4,4,1,1,10924,679.0,1,0,0,4.0,5.0,1.0,2,29,2.0,27.0,11.634922002930276,198.8217967599411,33750.0
20806,20806,1,0,1,2,135000.0,2,1,1,1,10932,1680.0,0,0,0,4.0,42.0,2.0,1,29,5.0,24.0,10.704091341579447,80.35714285714286,33750.0
7641,7641,0,1,0,2,135000.0,4,4,1,1,11008,108.0,1,1,0,4.0,39.0,2.0,2,30,1.0,29.0,12.14465635120547,1250.0,33750.0
26423,26423,1,1,0,2,135000.0,4,1,0,2,11008,1285.0,1,1,0,4.0,36.0,1.0,4,30,4.0,26.0,10.981859594891402,105.05836575875486,33750.0
7014,7014,1,1,0,2,135000.0,4,1,0,2,11008,1285.0,1,1,0,4.0,41.0,2.0,2,30,4.0,26.0,10.981859594891402,105.05836575875486,33750.0
22947,22947,0,0,1,2,135000.0,4,4,1,1,11010,1838.0,0,0,0,4.0,9.0,2.0,1,30,6.0,24.0,10.507471980074719,73.449401523395,33750.0
12496,12496,1,0,0,2,135000.0,4,4,1,5,11296,1670.0,0,0,0,4.0,10.0,0.0,3,30,5.0,25.0,10.41184636742249,80.83832335329342,33750.0
587,587,1,0,0,2,135000.0,4,4,1,5,11296,1670.0,0,0,0,4.0,38.0,2.0,1,30,5.0,25.0,10.41184636742249,80.83832335329342,33750.0
1295,1295,0,0,1,2,135000.0,4,4,1,1,11462,4606.0,0,0,0,4.0,31.0,2.0,3,31,13.0,18.0,8.401792382374907,29.309596178897092,33750.0
18291,18291,0,1,1,2,135000.0,4,1,1,1,11564,2944.0,0,0,1,4.0,42.0,1.0,2,31,9.0,22.0,9.305210918114144,45.85597826086956,33750.0
114,114,0,1,1,2,135000.0,4,1,1,1,11564,2944.0,0,0,1,4.0,43.0,2.0,2,31,9.0,22.0,9.305210918114144,45.85597826086956,33750.0
9712,9712,1,0,0,2,135000.0,2,2,1,5,11637,2285.0,1,1,0,4.0,29.0,2.0,4,31,7.0,24.0,9.696882631805774,59.08096280087528,33750.0
6462,6462,0,1,0,2,135000.0,4,1,1,5,11645,5056.0,0,1,0,4.0,44.0,2.0,5,31,14.0,17.0,8.083348302496857,26.700949367088608,33750.0
24141,24141,1,1,1,2,135000.0,4,4,1,1,11965,2863.0,0,0,0,4.0,36.0,0.0,1,32,8.0,24.0,9.104397086592932,47.15333566189312,33750.0
10299,10299,0,0,1,2,135000.0,4,4,1,1,12175,200.0,0,0,0,4.0,46.0,1.0,1,33,1.0,32.0,10.909090909090908,675.0,33750.0
25524,25524,1,0,1,2,135000.0,0,4,1,1,12187,1346.0,0,0,0,4.0,2.0,1.0,1,33,4.0,29.0,9.975615162935048,100.29717682020802,33750.0
2073,2073,0,1,1,2,135000.0,4,4,1,1,12296,4314.0,0,0,0,4.0,56.0,2.0,1,33,12.0,21.0,8.127633955448525,31.29346314325452,33750.0
13585,13585,1,1,1,2,135000.0,4,1,1,1,12334,460.0,0,0,0,4.0,33.0,1.0,3,33,2.0,31.0,10.551821166171642,293.4782608695652,33750.0
9520,9520,1,1,1,2,135000.0,4,4,1,1,12406,265.0,0,0,1,4.0,10.0,2.0,3,33,1.0,32.0,10.654249861889353,509.4339622641509,33750.0
3250,3250,0,0,1,2,135000.0,0,4,1,1,12418,226.0,1,1,0,4.0,51.0,2.0,5,34,1.0,33.0,10.677000949066752,597.3451327433628,33750.0
14788,14788,1,0,1,2,135000.0,4,4,2,4,12490,726.0,0,0,0,3.0,3.0,0.0,2,34,2.0,32.0,10.214891041162227,185.9504132231405,45000.0
20129,20129,1,0,1,2,135000.0,4,4,2,4,12490,726.0,0,0,0,3.0,50.0,2.0,1,34,2.0,32.0,10.214891041162227,185.9504132231405,45000.0
2489,2489,1,0,0,2,135000.0,0,4,1,1,12541,4549.0,1,1,0,4.0,8.0,0.0,2,34,13.0,21.0,7.8993563487419545,29.67685205539679,33750.0
20351,20351,1,0,0,2,135000.0,0,4,1,1,12541,4549.0,1,1,0,4.0,46.0,2.0,4,34,13.0,21.0,7.8993563487419545,29.67685205539679,33750.0
25157,25157,1,0,1,2,135000.0,4,4,1,1,12589,4096.0,0,1,0,4.0,4.0,0.0,3,34,12.0,22.0,8.091099790230746,32.958984375,33750.0
6583,6583,1,0,1,2,135000.0,4,4,1,1,12589,4096.0,0,1,0,4.0,49.0,1.0,1,34,12.0,22.0,8.091099790230746,32.958984375,33750.0
1627,1627,0,0,0,2,135000.0,0,4,2,5,12682,705.0,0,0,0,3.0,15.0,1.0,1,34,2.0,32.0,10.084410248748787,191.48936170212767,45000.0
17467,17467,0,1,0,2,135000.0,4,1,1,1,12725,1631.0,0,0,0,4.0,42.0,0.0,2,34,5.0,29.0,9.403733630537754,82.77130594727161,33750.0
881,881,0,1,0,2,135000.0,4,1,1,1,12725,1631.0,0,0,0,4.0,36.0,2.0,4,34,5.0,29.0,9.403733630537754,82.77130594727161,33750.0
25190,25190,1,0,1,2,135000.0,4,4,1,1,12760,1518.0,0,0,0,4.0,51.0,2.0,4,34,5.0,29.0,9.45510575710884,88.93280632411067,33750.0
24051,24051,1,1,0,2,135000.0,4,1,1,1,12804,4977.0,0,0,0,4.0,32.0,1.0,2,35,14.0,21.0,7.592373882233845,27.124773960217,33750.0
20072,20072,1,1,0,2,135000.0,4,1,1,1,12804,4977.0,0,0,0,4.0,30.0,2.0,3,35,14.0,21.0,7.592373882233845,27.124773960217,33750.0
3933,3933,1,0,1,2,135000.0,0,4,1,1,12847,383.0,0,0,0,4.0,43.0,2.0,2,35,2.0,33.0,10.204081632653061,352.4804177545692,33750.0
24772,24772,1,0,1,2,135000.0,4,4,1,1,12882,1182.0,0,0,0,4.0,5.0,1.0,1,35,4.0,31.0,9.598976109215018,114.21319796954315,33750.0
3736,3736,1,0,1,2,135000.0,4,4,1,1,12903,4439.0,0,0,0,4.0,29.0,0.0,1,35,13.0,22.0,7.784569253834621,30.41225501239018,33750.0
24053,24053,1,0,1,2,135000.0,4,4,1,1,12903,4439.0,0,0,0,4.0,20.0,2.0,8,35,13.0,22.0,7.784569253834621,30.41225501239018,33750.0
5785,5785,1,0,1,2,135000.0,4,4,1,1,12908,3592.0,0,1,0,4.0,17.0,2.0,2,35,10.0,25.0,8.181818181818182,37.58351893095768,33750.0
17835,17835,0,0,1,2,135000.0,0,1,1,1,12932,583.0,0,0,0,4.0,15.0,0.0,1,35,2.0,33.0,9.988901220865705,231.56089193825042,33750.0
18278,18278,0,0,1,2,135000.0,0,4,1,1,13037,200.0,0,0,0,4.0,17.0,2.0,2,35,1.0,34.0,10.198685502757423,675.0,33750.0
24271,24271,1,0,1,2,135000.0,0,4,1,1,13255,2058.0,0,0,0,4.0,16.0,2.0,1,36,6.0,30.0,8.816038659962123,65.59766763848397,33750.0
16857,16857,1,0,1,2,135000.0,0,4,0,1,13346,585.0,0,1,1,4.0,40.0,2.0,1,36,2.0,34.0,9.690618046084273,230.76923076923077,33750.0
7088,7088,0,0,1,2,135000.0,0,4,1,1,13353,567.0,0,0,0,4.0,4.0,1.0,7,36,2.0,34.0,9.698275862068966,238.0952380952381,33750.0
23323,23323,1,1,1,2,135000.0,2,4,1,1,13424,5251.0,0,0,0,4.0,46.0,1.0,1,36,15.0,21.0,7.228915662650603,25.709388687868977,33750.0
8905,8905,1,1,1,2,135000.0,2,4,1,1,13424,5251.0,0,0,0,4.0,24.0,2.0,1,36,15.0,21.0,7.228915662650603,25.709388687868977,33750.0
15390,15390,1,0,0,2,135000.0,4,4,2,1,13434,1254.0,1,0,0,3.0,5.0,1.0,1,36,4.0,32.0,9.191176470588236,107.6555023923445,45000.0
22823,22823,1,0,0,2,135000.0,4,4,2,1,13434,1254.0,1,0,0,3.0,7.0,2.0,2,36,4.0,32.0,9.191176470588236,107.6555023923445,45000.0
15831,15831,0,1,1,2,135000.0,4,1,1,1,13495,2174.0,1,1,0,4.0,3.0,1.0,1,36,6.0,30.0,8.61573808156232,62.09751609935603,33750.0
816,816,1,1,0,2,135000.0,2,1,1,1,13495,2357.0,1,0,0,4.0,7.0,0.0,1,36,7.0,29.0,8.516275548826647,57.276198557488335,33750.0
10728,10728,1,1,0,2,135000.0,2,1,1,1,13495,2357.0,1,0,0,4.0,14.0,2.0,3,36,7.0,29.0,8.516275548826647,57.276198557488335,33750.0
10807,10807,0,0,1,2,135000.0,4,4,1,1,13534,2557.0,0,0,0,4.0,37.0,2.0,2,37,8.0,29.0,8.389783108570008,52.796245600312865,33750.0
9405,9405,0,1,1,2,135000.0,0,4,1,1,13596,2264.0,0,0,0,4.0,41.0,1.0,1,37,7.0,30.0,8.511979823455233,59.628975265017665,33750.0
21053,21053,1,0,0,2,135000.0,0,1,1,5,13612,3381.0,0,1,0,4.0,48.0,0.0,2,37,10.0,27.0,7.944447713764491,39.92901508429459,33750.0
2968,2968,1,0,0,2,135000.0,4,1,0,1,13634,6344.0,1,0,0,4.0,34.0,2.0,4,37,18.0,19.0,6.7574331764941435,21.279949558638084,33750.0
1543,1543,0,0,0,2,135000.0,4,4,1,1,13639,430.0,0,0,0,4.0,34.0,1.0,2,37,2.0,35.0,9.595564716753145,313.95348837209303,33750.0
2843,2843,0,0,0,2,135000.0,4,4,1,1,13639,430.0,0,0,0,4.0,21.0,2.0,4,37,2.0,35.0,9.595564716753145,313.95348837209303,33750.0
1504,1504,1,0,0,2,135000.0,0,4,1,1,13714,987.0,1,1,0,4.0,14.0,0.0,1,37,3.0,34.0,9.183048772192368,136.77811550151975,33750.0
16742,16742,0,1,1,2,135000.0,4,1,1,1,13784,1773.0,0,1,1,4.0,57.0,0.0,1,37,5.0,32.0,8.67776563604808,76.14213197969544,33750.0
12757,12757,1,1,1,2,135000.0,4,4,1,1,13803,2209.0,0,1,0,4.0,29.0,2.0,1,37,7.0,30.0,8.431176617536847,61.113626075147124,33750.0
23428,23428,0,0,1,2,135000.0,4,4,1,1,13832,430.0,1,0,0,4.0,17.0,2.0,1,37,2.0,35.0,9.465713083718974,313.95348837209303,33750.0
23334,23334,1,1,0,2,135000.0,4,4,1,1,13928,3052.0,0,0,0,4.0,1.0,1.0,2,38,9.0,29.0,7.950530035335689,44.233289646133684,33750.0
5291,5291,1,1,0,2,135000.0,4,4,1,1,13928,3052.0,0,0,0,4.0,19.0,2.0,4,38,9.0,29.0,7.950530035335689,44.233289646133684,33750.0
12714,12714,0,1,0,2,135000.0,2,4,1,1,14038,6558.0,1,1,0,4.0,6.0,2.0,4,38,18.0,20.0,6.554670809865994,20.585544373284538,33750.0
7029,7029,0,1,1,2,135000.0,4,4,1,1,14156,2195.0,1,1,0,4.0,53.0,1.0,1,38,7.0,31.0,8.256375756834444,61.50341685649203,33750.0
10879,10879,0,1,1,2,135000.0,4,4,1,1,14156,2195.0,1,1,0,4.0,9.0,2.0,5,38,7.0,31.0,8.256375756834444,61.50341685649203,33750.0
12654,12654,1,0,1,2,135000.0,4,4,1,1,14195,1305.0,0,1,0,4.0,19.0,2.0,2,38,4.0,34.0,8.709677419354838,103.44827586206897,33750.0
2134,2134,1,1,0,2,135000.0,2,4,1,1,14227,2199.0,0,0,0,4.0,56.0,2.0,1,38,7.0,31.0,8.218677706075734,61.391541609822646,33750.0
4226,4226,0,1,0,2,135000.0,4,4,1,1,14279,5329.0,0,0,0,4.0,30.0,1.0,2,39,15.0,24.0,6.8849449204406366,25.33308313004316,33750.0
1705,1705,1,0,1,2,135000.0,0,1,1,5,14334,376.0,0,0,0,4.0,19.0,2.0,2,39,2.0,37.0,9.177430319510536,359.0425531914894,33750.0
22758,22758,1,0,1,2,135000.0,4,4,1,1,14347,1738.0,0,0,0,4.0,9.0,2.0,3,39,5.0,34.0,8.392912651538701,77.67548906789413,33750.0
2451,2451,1,0,1,2,135000.0,4,4,1,1,14360,1565.0,0,0,0,4.0,47.0,2.0,3,39,5.0,34.0,8.47723704866562,86.26198083067092,33750.0
4672,4672,1,1,1,2,135000.0,2,4,1,1,14439,6094.0,1,0,0,4.0,17.0,2.0,8,39,17.0,22.0,6.574782058150294,22.15293731539219,33750.0
6805,6805,0,1,1,2,135000.0,4,4,1,1,14677,3938.0,1,0,0,4.0,34.0,0.0,1,40,11.0,29.0,7.2522159548751,34.281361097003554,33750.0
8388,8388,0,1,1,2,135000.0,4,4,1,1,14677,3938.0,1,0,0,4.0,60.0,1.0,1,40,11.0,29.0,7.2522159548751,34.281361097003554,33750.0
